complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,change_type,added,removed,introspection,object_changes,code_generation,library_loading,defect
125,5370,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,30,30,21930,9003,1792,14479,1
125,5370,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,30,30,21930,9003,1792,14480,1
38,2226,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,4,0,21930,9004,1792,14481,1
61,2682,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,9,9,21930,9006,1792,14482,1
36,1381,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,2,2,21940,9008,1792,14483,1
446,9892,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,20,10,21940,9008,1792,14484,1
446,9892,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,20,10,21950,9009,1792,14485,1
11,239,256,139,192,9,7,47,265,4,23,12,24,27,36,112,171,2,357,19,0,2,7,0,21950,9010,1792,14486,1
226,4706,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,2,21950,9012,1792,14487,0
226,4706,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,2,21950,9013,1792,14488,0
226,4706,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,2,21960,9014,1792,14489,0
167,3428,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,4,2,21960,9016,1792,14490,0
167,3428,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,4,2,21970,9018,1792,14491,0
125,5370,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,30,30,21970,9018,1792,14492,0
125,5370,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,30,30,21970,9018,1792,14493,0
38,2226,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,4,0,21970,9019,1792,14494,0
61,2682,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,9,9,21970,9021,1792,14495,0
36,1381,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,2,2,21980,9023,1792,14496,0
448,9938,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,14,11,21980,9023,1792,14497,1
448,9938,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,14,11,21990,9024,1792,14498,1
126,5403,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,19,0,21990,9024,1792,14499,1
126,5403,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,19,0,21990,9024,1792,14500,1
454,9994,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,38,15,21990,9024,1792,14501,1
454,9994,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,38,15,22000,9025,1792,14502,1
65,3525,1782,648,1425,9,47,279,1791,8,171,97,189,179,286,1292,2140,4,9462,525,0,2,46,0,22000,9026,1793,14503,1
43,1323,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,1,0,22010,9028,1793,14504,0
43,1323,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,1,0,22010,9029,1794,14505,0
43,1318,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,1,2,22020,9031,1794,14506,0
43,1318,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,1,2,22020,9032,1795,14507,0
39,2430,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,0,22030,9034,1795,14508,1
15,465,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,2,1,22030,9034,1795,14509,0
15,465,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,2,1,22030,9034,1795,14510,0
43,863,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,2,5,1,22030,9037,1795,14511,1
43,863,322,174,179,16,74,51,338,10,41,26,46,51,72,252,408,5,2291,127,0,2,5,1,22030,9040,1796,14512,1
15,465,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,2,1,22030,9040,1796,14513,0
15,465,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,2,1,22030,9040,1796,14514,0
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,31,29,22030,9040,1796,14515,1
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,31,29,22030,9040,1796,14516,1
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,1,1,22030,9040,1796,14517,0
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,1,1,22030,9040,1796,14518,0
114,2482,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,1,1,22030,9042,1796,14519,1
114,2482,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,1,1,22030,9043,1796,14520,1
114,2482,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,1,1,22030,9045,1796,14521,0
114,2482,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,1,1,22030,9046,1796,14522,0
229,4732,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,11,3,22030,9048,1796,14523,1
229,4732,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,11,3,22030,9049,1796,14524,1
229,4732,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,11,3,22040,9050,1796,14525,1
39,1827,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,0,22040,9052,1796,14526,1
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,31,29,22040,9052,1796,14527,0
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,31,29,22040,9052,1796,14528,0
55,1940,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,1,1,22040,9054,1797,14529,0
1,282,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,1,1,22040,9055,1798,14530,0
1,285,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,1,1,22040,9056,1799,14531,0
45,445,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,22040,9056,1799,14532,0
45,445,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,22040,9056,1799,14533,0
45,445,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,22040,9056,1799,14534,0
127,5436,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,24,0,22040,9056,1799,14535,1
127,5436,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,24,0,22040,9056,1799,14536,1
55,1934,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,0,1,22040,9058,1800,14537,0
108,4145,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,2,19,22040,9060,1800,14538,0
39,1833,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,2,2,22040,9062,1800,14539,0
234,4805,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,8,0,22040,9064,1800,14540,1
234,4805,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,8,0,22040,9065,1800,14541,1
234,4805,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,8,0,22050,9066,1800,14542,1
171,3890,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,3,0,22050,9066,1800,14543,1
171,3890,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,3,0,22060,9067,1800,14544,1
40,1882,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,15,0,22060,9069,1800,14545,1
231,4784,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,9,22060,9071,1800,14546,1
231,4784,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,9,22060,9072,1800,14547,1
231,4784,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,9,22070,9073,1800,14548,1
171,3890,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,1,2,22070,9073,1800,14549,1
171,3890,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,1,2,22080,9074,1800,14550,1
231,4784,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,1,22080,9076,1800,14551,0
231,4784,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,1,22080,9077,1800,14552,0
231,4784,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,1,22090,9078,1800,14553,0
171,3890,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,2,0,22090,9078,1800,14554,0
171,3890,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,2,0,22100,9079,1800,14555,0
40,1882,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,15,0,22100,9081,1800,14556,0
172,3908,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,7,3,22110,9085,1801,14564,1
172,3908,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,7,3,22120,9086,1801,14565,1
450,9943,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,10,2,22120,9086,1801,14566,1
450,9943,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,10,2,22130,9087,1801,14567,1
167,3430,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,2,22130,9089,1801,14568,1
167,3430,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,2,22140,9091,1801,14569,1
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,2,2,22140,9091,1801,14570,1
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,2,2,22140,9091,1801,14571,1
63,2936,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,1,1,22140,9093,1801,14572,1
55,1982,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,20,1,22140,9095,1802,14573,1
61,2682,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,3,3,22140,9097,1802,14574,1
231,4784,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,2,1,22140,9099,1802,14575,1
231,4784,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,2,1,22140,9100,1802,14576,1
231,4784,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,2,1,22150,9101,1802,14577,1
171,3870,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,1,1,22150,9101,1802,14578,1
171,3870,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,1,1,22160,9102,1802,14579,1
172,3910,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,1,1,22160,9102,1802,14580,0
172,3910,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,1,1,22170,9103,1802,14581,0
23,1010,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,2,0,22170,9104,1802,14582,0
43,1318,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,1,1,22180,9106,1802,14583,0
43,1318,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,1,1,22180,9107,1803,14584,0
39,2430,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,0,22190,9109,1803,14585,0
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,2,2,22200,9113,1804,14593,1
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,2,2,22200,9113,1804,14594,1
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,1,1,22210,9117,1805,14602,0
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,1,1,22210,9117,1805,14603,0
1,285,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,1,1,22210,9118,1806,14604,1
1,285,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,2,2,22210,9119,1807,14605,1
128,5483,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,29,0,22210,9119,1807,14606,0
128,5483,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,29,0,22210,9119,1807,14607,0
231,4784,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,11,2,22220,9125,1808,14615,0
231,4784,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,11,2,22220,9126,1808,14616,0
231,4784,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,11,2,22230,9127,1808,14617,0
43,1318,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,1,1,22240,9129,1808,14618,0
43,1318,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,1,1,22240,9130,1809,14619,0
172,3910,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,10,4,22240,9130,1809,14620,0
172,3910,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,10,4,22250,9131,1809,14621,0
452,9989,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,10,2,22250,9131,1809,14622,0
452,9989,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,10,2,22260,9132,1809,14623,0
167,3430,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,2,2,22260,9134,1809,14624,0
167,3430,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,2,2,22270,9136,1809,14625,0
1,285,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,1,1,22270,9137,1810,14626,0
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,2,2,22270,9137,1810,14627,0
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,2,2,22270,9137,1810,14628,0
63,2936,1338,495,1086,10,64,173,1348,11,122,82,157,133,239,883,1686,7,11934,663,0,2,1,1,22270,9139,1810,14629,0
55,1982,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,2,20,2,22270,9141,1811,14630,0
108,4145,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,2,19,22270,9143,1811,14631,0
40,1882,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,17,2,22270,9145,1811,14632,0
23,1010,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,2,0,22270,9146,1811,14633,0
39,2430,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,2,0,22280,9148,1811,14634,0
61,2682,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,3,3,22280,9150,1811,14635,0
1,285,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,2,2,2,22280,9151,1812,14636,0
90,1584,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,19,4,22280,9151,1812,14637,1
90,1584,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,19,4,22280,9153,1812,14638,1
47,2038,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,48,2,22280,9153,1812,14639,1
29,809,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,2,20,0,22280,9154,1812,14640,0
29,809,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,2,20,0,22280,9154,1812,14641,0
89,1573,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,3,6,22280,9154,1812,14642,1
89,1573,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,3,6,22280,9156,1812,14643,1
44,1992,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,13,38,22280,9156,1812,14644,1
7,103,38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,22280,9156,1812,14645,0
44,1989,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,7,9,22280,9156,1812,14646,0
7,102,38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,22280,9156,1812,14647,0
454,10020,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,22,7,22280,9156,1812,14648,1
454,10020,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,22,7,22290,9157,1812,14649,1
454,10020,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,4,2,22290,9157,1812,14650,1
454,10020,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,4,2,22300,9158,1812,14651,1
89,1573,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,16,4,22300,9158,1812,14652,0
89,1573,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,16,4,22300,9160,1812,14653,0
7,102,38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,22300,9160,1812,14654,0
44,1989,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,21,2,22300,9160,1812,14655,0
14,452,42,7,35,4,0,5,46,1,2,1,2,3,3,2,4,0,2,0,0,2,1,1,22310,9164,1813,14663,0
14,452,11,6,10,0,0,1,11,2,4,2,4,6,6,10,15,1,15,0,0,2,1,1,22310,9164,1813,14664,0
454,10020,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,24,7,22310,9164,1813,14665,0
454,10020,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,24,7,22320,9165,1813,14666,0
29,809,465,148,393,5,8,60,470,4,31,20,31,35,51,161,261,2,523,29,0,2,20,0,22320,9166,1813,14667,0
29,809,16,12,9,0,0,6,16,1,2,1,2,3,3,2,4,0,2,0,0,2,20,0,22320,9166,1813,14668,0
454,10012,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,2,12,23,22320,9166,1813,14669,1
454,10012,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,2,12,23,22330,9167,1813,14670,1
232,4811,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,5,0,22330,9169,1813,14671,1
232,4811,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,5,0,22330,9170,1813,14672,1
232,4811,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,5,0,22340,9171,1813,14673,1
27,1535,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,18,0,22340,9172,1813,14674,1
234,4833,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,7,3,22340,9174,1813,14675,1
234,4833,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,7,3,22340,9175,1813,14676,1
234,4833,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,7,3,22350,9176,1813,14677,1
38,2236,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,11,2,22350,9177,1813,14678,1
113,2244,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,1,3,22350,9179,1813,14679,0
113,2244,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,2,1,3,22360,9181,1813,14680,0
108,4168,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,3,2,22360,9183,1813,14681,0
233,4817,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,4,7,22360,9185,1813,14682,0
233,4817,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,4,7,22360,9186,1813,14683,0
233,4817,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,4,7,22370,9187,1813,14684,0
38,2236,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,6,4,22370,9188,1813,14685,0
233,4817,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,9,3,22370,9190,1813,14686,0
233,4817,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,9,3,22370,9191,1813,14687,0
233,4817,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,9,3,22380,9192,1813,14688,0
27,1535,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,18,0,22380,9193,1813,14689,0
38,2236,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,2,13,2,22380,9194,1813,14690,0
2,26,6,4,4,0,0,2,6,1,4,2,4,5,6,8,13,0,6,0,0,0,6,0,22380,9194,1813,14692,1
77,1700,477,336,357,30,23,73,507,16,194,134,250,210,384,1538,2962,10,30538,1696,0,2,9,7,22390,9195,1813,14697,1
233,4771,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,20,15,22390,9197,1813,14698,1
233,4771,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,20,15,22390,9198,1813,14699,1
233,4771,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,20,15,22400,9199,1813,14700,1
26,866,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,2,8,7,22400,9200,1813,14701,1
26,866,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,2,8,7,22410,9200,1814,14702,1
43,1312,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,2,3,2,22420,9202,1814,14703,1
43,1312,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,2,3,2,22420,9203,1815,14704,1
172,3904,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,2,3,2,22420,9203,1815,14705,1
172,3904,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,2,3,2,22430,9204,1815,14706,1
21,545,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,2,12,8,22440,9206,1815,14707,1
198,4430,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,2,22,17,22440,9208,1815,14709,1
198,4430,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,2,22,17,22440,9209,1816,14710,1
18,440,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,2,11,15,22440,9209,1816,14711,1
18,440,264,131,164,11,41,46,275,6,38,22,40,44,62,214,338,3,1068,59,0,2,11,15,22450,9209,1817,14712,1
114,2480,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,2,4,3,22450,9211,1817,14713,1
114,2480,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,2,4,3,22450,9212,1817,14714,1
89,1565,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,2,7,4,22450,9212,1817,14715,1
89,1565,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,2,7,4,22450,9214,1817,14716,1
167,3416,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,6,4,22450,9216,1817,14717,1
167,3416,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,6,4,22460,9218,1817,14718,1
12,371,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,2,6,2,22460,9220,1817,14719,1
12,371,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,2,6,2,22460,9221,1817,14720,1
55,1039,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,2,9,3,22470,9223,1817,14721,1
55,1039,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,2,9,3,22470,9224,1817,14722,1
108,4168,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,2,0,2,22470,9226,1817,14723,0
231,4764,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,2,1,10,22470,9228,1817,14724,1
231,4764,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,2,1,10,22470,9229,1817,14725,1
231,4764,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,2,1,10,22480,9230,1817,14726,1
166,3413,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,2,0,3,22480,9232,1817,14727,1
166,3413,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,2,0,3,22490,9234,1817,14728,1
128,5483,139,89,101,2,0,35,141,7,54,34,62,61,96,330,569,4,2287,127,0,2,28,28,22490,9234,1817,14729,1
128,5483,7,5,5,0,0,2,7,1,2,1,2,3,3,2,4,0,2,0,0,2,28,28,22490,9234,1817,14730,1
27,1535,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,2,1,1,22490,9235,1817,14731,1
