loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
14,12,10,0,0,4,14,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
14,12,10,0,0,4,14,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
14,12,10,0,0,4,14,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0.0,0.0
85,59,61,8,0,16,93,5,18,10,18,23,28,86.66829050039843,126.65973476959637,2.5,316.6493369239909,17.591629829110605,0.042219911589865454
11,6,10,0,0,1,11,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.861654166907052,0.005169925001442312
115,71,82,2,3,24,117,3,12,6,12,15,18,47.77443751081735,70.32403072095333,1.5,105.48604608143,5.860335893412778,0.02344134357365111
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
343,46,104,156,0,83,499,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
87,18,83,66,0,3,153,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
72,33,56,0,4,12,72,2,3,2,3,5,5,6.754887502163469,11.60964047443681,1.0,11.60964047443681,0.6449800263576005,0.0038698801581456034
14,7,7,2,0,5,16,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0.0,0.0
283,196,195,3,0,87,286,9,132,72,143,141,215,958.3893487682967,1535.0035407657406,4.875,7483.142261232985,415.7301256240547,0.5116678469219135
44,19,17,0,16,11,44,3,14,7,14,17,21,58.05785641096992,85.83671966625714,1.5,128.75507949938572,7.153059972188095,0.02861223988875238
13,10,10,0,0,3,13,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565
14,10,10,0,0,4,14,1,1,1,1,2,2,0.0,2.0,0.5,1.0,0.05555555555555555,0.0006666666666666666
5,3,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0
