complexity,token_count,loc,lloc,sloc,comments,multi,blank,code_comment,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,defect
32,534,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32,534,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
32,534,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
34,1366,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
41,2863,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
26,1575,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
26,1350,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
10,417,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
31,1237,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
12,810,447,308,343,6,5,95,453,7,96,59,111,103,170,651,1136,4,4600,255,0,1
9,312,424,94,331,4,0,89,428,1,5,5,5,6,10,11,25,0,12,0,0,1
17,769,334,251,279,10,4,40,344,5,127,74,143,132,217,899,1528,2,4303,239,0,1
5,238,184,100,137,2,15,30,186,6,38,20,39,44,59,214,322,3,991,55,0,1
15,596,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
10,494,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
12,412,386,256,301,16,9,68,402,4,59,35,69,63,104,355,621,2,1453,80,0,1
13,1144,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,1
37,1475,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
10,333,295,56,236,0,4,54,295,2,9,5,10,11,15,30,51,1,57,3,0,1
28,1368,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
51,2556,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
2,137,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,1
17,579,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
17,579,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,1
205,4464,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
205,4464,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
131,3070,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
41,2878,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
32,1257,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
18,604,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,0
18,604,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,0
1,185,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,0
207,4492,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
207,4492,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
46,795,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
35,1360,1020,354,843,12,15,144,1032,8,134,77,144,142,221,970,1580,4,6792,377,0,1
1,84,13,10,10,0,0,3,13,1,2,1,2,3,3,2,4,0,2,0,0,1
3,71,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
3,71,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
3,71,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
3,71,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,71,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
3,71,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
13,380,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
5,69,38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,1
134,2593,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
134,2593,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
134,2593,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
178,4184,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
178,4184,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
12,359,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,1
12,359,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,1
37,1648,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
22,1351,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
7,476,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,1
65,1200,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
65,1200,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,1
20,489,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
35,1408,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
133,2586,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
133,2586,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
133,2586,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
44,421,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2800,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
148,2800,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
4,77,127,75,83,2,11,30,129,4,14,7,14,18,21,61,87,2,175,9,0,1
4,77,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
4,77,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,8,5,5,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,14,8,8,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,6,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,6,4,4,0,0,2,6,1,2,1,2,3,3,2,4,0,2,0,0,1
4,77,7,5,5,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,10,6,6,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,77,14,10,10,0,0,4,14,1,1,1,1,2,2,0,2,0,1,0,0,1
4,77,46,26,30,3,0,12,49,3,6,3,6,9,9,20,28,1,42,2,0,1
28,1364,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
51,2554,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
178,4184,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
178,4184,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
179,4219,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
179,4219,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
209,4519,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
209,4519,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
87,1925,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
87,1925,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,1
28,438,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
28,438,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
38,1504,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
10,396,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
19,477,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
151,2856,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
151,2856,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
16,635,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
1,192,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,1
28,458,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
28,458,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
11,426,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
37,1034,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,1
37,1034,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,1
181,4234,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
181,4234,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
19,478,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,1
36,627,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
36,627,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
15,570,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
37,640,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
37,640,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
16,591,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
16,591,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,0
38,659,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
38,659,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
18,710,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
183,4253,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
183,4253,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
39,708,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
39,708,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
19,732,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
38,1518,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,1
135,2629,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
135,2629,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
135,2629,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
213,4623,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
213,4623,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
210,4583,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
210,4583,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
132,3087,373,158,315,8,0,51,381,5,76,44,79,81,123,486,779,2,2026,112,0,1
212,4586,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
212,4586,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
34,863,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
34,863,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
212,4586,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
212,4586,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
52,901,282,196,195,3,0,86,285,8,130,71,141,138,212,936,1507,4,6538,363,0,1
46,860,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
46,860,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
19,752,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
152,2888,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
152,2888,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
35,1417,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
153,2910,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
153,2910,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
185,4279,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,0
185,4279,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,0
35,881,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
35,881,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
132,3088,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
132,3088,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
185,4279,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
185,4279,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
26,562,215,129,180,6,0,29,221,8,65,43,72,73,115,415,711,4,3153,175,0,1
26,562,97,69,77,3,3,16,100,6,22,13,23,28,36,113,173,3,542,30,0,1
25,1439,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
36,1475,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
71,1174,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
71,1174,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,1
30,1431,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
18,611,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
18,611,669,365,481,22,61,110,691,15,103,63,122,118,185,747,1273,8,11311,628,0,1
10,414,1455,414,1257,16,76,112,1471,5,41,23,46,46,69,231,381,2,1069,59,0,1
136,2646,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
136,2646,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
136,2646,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
26,1471,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
136,2649,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
136,2649,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,0
136,2649,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,0
28,1508,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,0
136,2649,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
136,2649,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
136,2649,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
28,1508,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
43,862,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
40,1688,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
27,999,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
47,952,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
56,977,282,196,195,3,0,86,285,8,130,71,141,138,212,936,1507,4,6538,363,0,1
28,1028,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
135,2612,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
135,2612,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
135,2612,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
25,1227,652,304,544,16,6,88,668,6,89,51,101,95,152,591,998,3,3399,188,0,1
28,1028,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
41,991,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
41,991,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
28,1512,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
9,271,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
213,4608,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
213,4608,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
132,3094,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
132,3094,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
213,4618,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
213,4618,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
69,1220,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
69,1220,819,519,539,24,98,155,843,15,96,57,106,111,163,690,1107,8,9171,509,0,1
133,2620,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
133,2620,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
133,2620,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
38,1602,1513,682,1277,25,13,200,1538,11,199,116,219,210,335,1557,2584,6,15641,868,0,1
51,1024,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
28,1030,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,0
132,3097,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
132,3097,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
40,1725,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
40,1725,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,0
135,3145,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
135,3145,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
42,2947,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
51,1027,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
29,1054,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
153,2910,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,0
153,2910,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,0
77,1330,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
77,1330,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,1
31,1477,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
79,1379,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
79,1379,177,108,140,8,0,27,185,6,30,16,32,36,48,162,248,3,794,44,0,1
6,81,38,23,23,0,0,15,38,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1542,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
217,4664,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
217,4664,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
137,3174,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
137,3174,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
217,4677,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
217,4677,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
42,2917,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
217,4674,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
217,4674,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
33,1551,1178,367,1042,6,15,115,1184,9,94,51,95,103,146,644,976,4,4439,246,0,1
47,903,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
47,903,282,202,222,14,2,44,296,8,42,24,43,50,67,250,378,4,1548,86,0,1
20,782,1098,241,925,5,10,155,1103,7,46,25,49,53,74,273,423,3,1580,87,0,1
146,2815,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
146,2815,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
43,2933,1296,573,1062,40,33,157,1336,8,201,118,231,209,349,1561,2689,4,12365,686,0,1
51,2363,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
19,483,1293,570,1093,25,15,163,1318,10,195,123,241,205,364,1516,2795,6,17273,959,0,0
38,958,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
38,958,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
138,3212,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
138,3212,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
146,2822,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
146,2822,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
52,2433,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
141,2820,1943,715,1694,26,18,214,1969,12,185,120,237,197,357,1436,2721,7,20915,1161,0,1
141,2820,1168,838,957,57,25,144,1225,19,348,224,416,367,640,3018,5452,11,61921,3440,1,1
87,1920,1043,504,840,53,9,147,1096,9,180,112,198,189,310,1377,2344,4,11604,644,0,0
87,1920,383,288,292,26,6,62,409,11,65,38,67,76,105,429,656,5,3719,206,0,0
215,4654,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,1
215,4654,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,1
135,2677,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
135,2677,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
135,2677,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
38,1068,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,1
38,1068,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,1
20,1484,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,1
185,4301,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
185,4301,1508,847,911,44,250,301,1552,14,148,88,169,162,257,1120,1886,7,15077,837,0,1
12,529,722,423,573,19,0,135,741,12,172,101,199,184,300,1320,2257,6,15668,870,0,1
40,1244,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,1
40,1244,701,378,504,33,58,109,734,13,110,68,126,123,194,794,1346,7,10027,557,0,1
28,1749,1523,757,1297,19,12,193,1542,12,193,117,230,205,347,1508,2664,7,19053,1058,0,1
138,3216,77,34,69,0,0,8,77,3,24,16,29,27,45,114,213,1,387,21,0,1
138,3216,712,438,573,51,9,84,763,14,102,71,128,116,199,733,1364,8,11988,666,0,1
41,1799,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
50,1020,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
137,2699,1457,730,1242,11,6,188,1468,10,292,166,329,302,495,2424,4078,5,22973,1276,1,1
137,2699,74,35,59,1,0,14,75,3,14,7,14,17,21,58,85,1,128,7,0,1
137,2699,245,125,200,5,7,34,250,7,30,17,34,37,51,166,265,3,1053,58,0,1
11,351,442,244,305,14,16,103,456,11,68,45,75,79,120,452,756,6,4588,254,0,1
11,351,182,102,99,11,40,35,193,3,11,6,11,14,17,42,64,1,97,5,0,1
42,1842,1289,550,1043,56,32,155,1345,10,167,93,185,177,278,1266,2075,5,11498,638,0,1
29,1058,1450,624,1228,12,26,181,1462,14,306,186,354,320,540,2580,4493,8,36391,2021,1,1
1,162,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,0
1,179,382,65,130,157,2,92,539,4,10,5,10,14,15,41,57,2,114,6,0,0
46,437,647,139,84,35,284,233,682,0,0,0,0,0,0,0,0,0,0,0,0,0
216,4677,72,33,56,0,4,12,72,1,1,1,1,2,2,0,2,0,1,0,0,0
216,4677,1454,835,1044,76,110,219,1530,17,275,158,296,292,454,2297,3718,9,34017,1889,1,0
57,2323,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
57,999,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
63,2372,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
62,1194,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,1
64,2382,1660,832,1314,41,38,274,1701,20,312,209,395,332,604,2671,5058,12,64042,3557,1,0
